"snare.wav",0.452789116
,0.766258503
,10.158730159
,10.344489796
,11.064308390
,11.505487528
,12.561995465
,13.943582766
,14.245442177
,14.535691610
,14.698231293
,15.464489796
,16.358458050
,16.671927438
,16.811247166
,16.973786848
,17.426575964
,17.890975057
,18.192834467
,18.343764172
,18.784943311
,18.935873016
,19.237732426
,19.400272109
,19.551201814
,19.702131519
,19.853061224
,29.547392290
,29.895691610
,30.000181406
,30.151111111
,30.452970522
,30.603900227
,31.056689342
,31.358548753
,31.962267574
,32.426666667
,32.565986395
,32.879455782
,33.030385488
,33.181315193
,33.343854875
,33.483174603
,33.785034014
,34.098503401
,34.249433107
,34.388752834
,34.702222222
,34.853151927
,34.992471655
,35.294331066
,35.445260771
,35.909659864
,36.211519274
,36.675918367
,36.815238095
,36.977777778
,37.279637188
,37.418956916
,37.720816327
,37.871746032
,38.034285714
,38.324535147
,38.498684807
,38.638004535
,38.788934240
,38.928253968
,39.090793651
,39.230113379
,39.543582766
,39.706122449
,39.845442177
,40.147301587
,40.298231293
,40.460770975
,40.751020408
,40.913560091
,41.052879819
,41.656598639
,42.271927438
,42.573786848
,42.724716553
,42.887256236
,43.177505669
,43.328435374
,43.479365079
,43.572244898
,43.943764172
,44.083083900
,44.547482993
,44.698412698
,44.988662132
,45.151201814
,45.313741497
,45.603990930
,45.754920635
,45.905850340
,45.987120181
,46.509569161
,46.811428571
,46.985578231
,47.113287982
,47.275827664
,47.415147392
,47.566077098
,47.717006803
,47.879546485
,48.030476190
,48.181405896
,48.332335601
,48.483265306
,48.634195011
,48.785124717
,48.936054422
,51.362539683
,51.803718821
,51.966258503
,52.569977324
,53.173696145
,53.789024943
,54.392743764
,54.857142857
,54.996462585
,55.449251701
,55.600181406
,56.203900227
,56.819229025
,57.272018141
,57.422947846
,58.026666667
,58.630385488
,59.245714286
,59.849433107
,60.302222222
,60.453151927
,61.056870748
,61.660589569
,62.264308390
,62.879637188
,63.483356009
,64.087074830
,64.690793651
,65.143582766
,65.306122449
,65.909841270
,66.513560091
,67.117278912
,67.720997732
,68.022857143
,68.324716553
,68.893605442
,73.189297052
,73.282176871
,73.793015873
,74.083265306
,74.245804989
,75.000453515
,75.604172336
,76.207891156
,76.811609977
,77.426938776
,77.728798186
,77.879727891
,78.030657596
,78.634376417
,78.936235828
,79.087165533
,79.853424036
,80.004353741
,80.155283447
,80.306213152
,80.445532880
,80.608072562
,80.759002268
,81.060861678
,81.211791383
,81.362721088
,81.513650794
,81.966439909
,82.268299320
,82.872018141
,83.487346939
,83.777596372
,83.940136054
,84.392925170
,84.694784580
,85.298503401
,85.902222222
,86.204081633
,86.355011338
,86.807800454
,86.981950113
,87.121269841
,87.423129252
,87.585668934
,87.724988662
,87.875918367
,88.026848073
,88.328707483
,88.479637188
,88.630566893
,88.781496599
,88.944036281
,89.234285714
,89.547755102
,89.849614512
,90.000544218
,90.151473923
,90.604263039
,90.755192744
,91.057052154
,91.207981859
,91.370521542
,91.660770975
,91.834920635
,91.962630385
,92.113560091
,92.276099773
,92.566349206
,92.728888889
,93.019138322
,93.181678005
,93.483537415
,93.634467120
,93.785396825
,93.936326531
,94.087256236
,94.249795918
,94.389115646
,94.540045351
,94.690975057
,94.841904762
,94.992834467
,95.166984127
,95.306303855
,95.457233560
,95.608163265
,95.770702948
,95.910022676
,96.060952381
,96.211882086
,96.362811791
,96.513741497
,96.664671202
,96.815600907
,96.978140590
,97.117460317
,97.268390023
,97.419319728
,97.581859410
,97.721179138
,97.872108844
,98.023038549
,98.185578231
,98.324897959
,98.475827664
,98.638367347
,98.789297052
,98.940226757
,99.091156463
,99.242086168
,99.393015873
,99.543945578
,99.694875283
,99.834195011
,101.053242630
,101.204172336
,101.982040816
,102.272290249
,102.376780045
,102.574149660
,103.189478458
,103.479727891
,103.642267574
,103.781587302
,104.396916100
,104.547845805
,104.698775510
,105.012244898
,105.290884354
,105.615963719
,105.906213152
,106.208072562
,106.509931973
,106.823401361
,107.113650794
,107.241360544
,107.415510204
,107.717369615
,108.030839002
,108.332698413
,108.483628118
,108.622947846
,108.785487528
,108.936417234
,109.087346939
,109.238276644
,109.389206349
,109.528526077
,109.691065760
,109.841995465
,109.992925170
,110.155464853
,110.294784580
,110.457324263
,110.596643991
,110.747573696
,111.966621315
,112.570340136
,113.174058957
,113.789387755
,114.393106576
,114.996825397
,115.600544218
,116.053333333
,116.215873016
,116.819591837
,117.423310658
,117.736780045
,118.027029478
,118.630748299
,119.234467120
,119.849795918
,120.453514739
,120.906303855
,121.057233560
,121.521632653
,121.660952381
,122.264671202
,122.868390023
,123.483718821
,124.087437642
,124.691156463
,125.294875283
,125.759274376
,125.910204082
,126.513922902
,127.117641723
,127.721360544
,128.336689342
,128.940408163
,131.355283447
,131.517823129
,131.970612245
,133.178049887
,133.514739229
,133.781768707
,133.932698413
,134.397097506
,135.302675737
,135.604535147
,135.755464853
,136.208253968
,136.823582766
,138.031020408
,138.495419501
,138.634739229
,139.238458050
,140.144036281
,140.306575964
,140.457505669
,140.608435374
,140.759365079
,140.921904762
,141.061224490
,141.212154195
,141.502403628
,141.664943311
,142.883990930
,143.487709751
,143.638639456
,144.091428571
,144.393287982
,144.706757370
,144.997006803
,145.298866213
,145.449795918
,145.600725624
,145.902585034
,146.204444444
,146.517913832
,147.133242630
,147.725351474
,147.887891156
,148.329070295
,148.944399093
,149.234648526
,149.548117914
,149.699047619
,149.849977324
,150.151836735
,150.302766440
,150.604625850
,150.743945578
,159.242448980
,159.393378685
,159.706848073
,160.449886621
,160.914285714
,161.065215420
,161.367074830
,161.518004535
,161.668934240
,161.831473923
,161.970793651
,162.121723356
,162.272653061
,162.574512472
,162.725442177
,162.876371882
,163.329160998
,163.480090703
,163.642630385
,163.793560091
,164.095419501
,164.246349206
,164.397278912
,164.548208617
,164.699138322
,164.850068027
,165.000997732
,165.163537415
,165.302857143
,165.453786848
,165.767256236
,165.918185941
,166.220045351
,166.359365079
,166.521904762
,166.672834467
,166.823764172
,166.974693878
,167.125623583
,167.276553288
,167.427482993
,167.578412698
,167.729342404
,167.880272109
,168.031201814
,168.193741497
,168.333061224
,168.483990930
,168.646530612
,168.797460317
,168.936780045
,169.099319728
,169.238639456
,169.401179138
,169.552108844
,169.703038549
,169.853968254
,169.993287982
,170.155827664
,170.736326531
,171.363265306
,171.966984127
,172.280453515
,172.570702948
,173.186031746
,173.789750567
,174.393469388
,174.997188209
,175.449977324
,175.600907029
,175.693786848
,176.204625850
,176.819954649
,177.423673469
,178.027392290
,178.631111111
,179.083900227
,179.246439909
,179.850158730
,180.302947846
,180.453877551
,180.755736961
,180.906666667
,181.057596372
,181.661315193
,182.114104308
,182.265034014
,182.880362812
,183.484081633
,184.087800454
,184.691519274
,185.144308390
,185.306848073
,185.608707483
,185.910566893
,186.514285714
,187.118004535
,187.733333333
,188.023582766
,188.337052154
,189.498049887
,190.751927438
,190.902857143
,191.367256236
,192.574693878
,192.876553288
,193.039092971
,193.178412698
,193.329342404
,193.793741497
,194.095600907
,194.699319728
,195.001179138
,195.152108844
,195.465578231
,195.604897959
,195.755827664
,196.220226757
,197.427664399
,198.031383220
,198.635102041
,199.238820862
,199.540680272
,199.854149660
,199.993469388
,200.156009070
,200.306938776
,200.457868481
,200.597188209
,201.061587302
,202.280634921
,202.652154195
,202.884353741
,203.023673469
,203.488072562
,204.393650794
,204.695510204
,204.846439909
,205.299229025
,205.914557823
,207.121995465
,207.423854875
,207.725714286
,208.341043084
,208.631292517
,208.944761905
,209.095691610
,209.246621315
,209.548480726
,209.699410431
,210.152199546
