0, 0, Header, 1, 2, 220
1, 0, Start_track
1, 0, Tempo, 500000
1, 0, Time_signature, 4, 2, 24, 8
1, 1, End_track
2, 0, Start_track
2, 0, Program_c, 0, 4
2, 2014, Note_on_c, 0, 38, 58
2, 2121, Note_on_c, 0, 38, 0
2, 3450, Note_on_c, 0, 62, 66
2, 3716, Note_on_c, 0, 69, 84
2, 3864, Note_on_c, 0, 62, 0
2, 3885, Note_on_c, 0, 69, 0
2, 3961, Note_on_c, 0, 69, 43
2, 4053, Note_on_c, 0, 62, 75
2, 4125, Note_on_c, 0, 69, 0
2, 4176, Note_on_c, 0, 62, 0
2, 4217, Note_on_c, 0, 60, 80
2, 4401, Note_on_c, 0, 60, 0
2, 4462, Note_on_c, 0, 60, 47
2, 4565, Note_on_c, 0, 60, 0
2, 4590, Note_on_c, 0, 62, 93
2, 4953, Note_on_c, 0, 62, 0
2, 5019, Note_on_c, 0, 62, 69
2, 5244, Note_on_c, 0, 62, 0
2, 5331, Note_on_c, 0, 62, 62
2, 6082, Note_on_c, 0, 62, 0
2, 6548, Note_on_c, 0, 62, 76
2, 6752, Note_on_c, 0, 69, 66
2, 6788, Note_on_c, 0, 62, 0
2, 6849, Note_on_c, 0, 69, 0
2, 6849, Note_on_c, 0, 69, 86
2, 6967, Note_on_c, 0, 69, 0
2, 7110, Note_on_c, 0, 62, 78
2, 7121, Note_on_c, 0, 69, 52
2, 7177, Note_on_c, 0, 60, 79
2, 7182, Note_on_c, 0, 62, 0
2, 7182, Note_on_c, 0, 69, 0
2, 7442, Note_on_c, 0, 60, 0
2, 7652, Note_on_c, 0, 62, 101
2, 7872, Note_on_c, 0, 62, 0
2, 7872, Note_on_c, 0, 62, 83
2, 9037, Note_on_c, 0, 62, 0
2, 9277, Note_on_c, 0, 45, 50
2, 9298, Note_on_c, 0, 60, 74
2, 9349, Note_on_c, 0, 45, 0
2, 9369, Note_on_c, 0, 62, 102
2, 9374, Note_on_c, 0, 60, 0
2, 9436, Note_on_c, 0, 62, 0
2, 9436, Note_on_c, 0, 62, 70
2, 9794, Note_on_c, 0, 69, 76
2, 9881, Note_on_c, 0, 69, 0
2, 9957, Note_on_c, 0, 69, 53
2, 10014, Note_on_c, 0, 62, 0
2, 10146, Note_on_c, 0, 62, 60
2, 10284, Note_on_c, 0, 69, 0
2, 10320, Note_on_c, 0, 62, 0
2, 10335, Note_on_c, 0, 60, 82
2, 10407, Note_on_c, 0, 60, 0
2, 10407, Note_on_c, 0, 60, 101
2, 10535, Note_on_c, 0, 60, 0
2, 10535, Note_on_c, 0, 60, 60
2, 10602, Note_on_c, 0, 62, 83
2, 10714, Note_on_c, 0, 60, 0
2, 11031, Note_on_c, 0, 69, 47
2, 11102, Note_on_c, 0, 62, 0
2, 11312, Note_on_c, 0, 69, 0
2, 11537, Note_on_c, 0, 69, 64
2, 11695, Note_on_c, 0, 62, 39
2, 11803, Note_on_c, 0, 62, 0
2, 12253, Note_on_c, 0, 69, 0
2, 12661, Note_on_c, 0, 86, 51
2, 12666, Note_on_c, 0, 62, 92
2, 12743, Note_on_c, 0, 86, 0
2, 12815, Note_on_c, 0, 67, 79
2, 12820, Note_on_c, 0, 62, 0
2, 12876, Note_on_c, 0, 67, 0
2, 12881, Note_on_c, 0, 69, 59
2, 13019, Note_on_c, 0, 69, 0
2, 13019, Note_on_c, 0, 69, 62
2, 13229, Note_on_c, 0, 62, 72
2, 13290, Note_on_c, 0, 69, 0
2, 13295, Note_on_c, 0, 60, 67
2, 13301, Note_on_c, 0, 62, 0
2, 13418, Note_on_c, 0, 60, 0
2, 13418, Note_on_c, 0, 60, 90
2, 13607, Note_on_c, 0, 60, 0
2, 13607, Note_on_c, 0, 60, 62
2, 13668, Note_on_c, 0, 62, 86
2, 13796, Note_on_c, 0, 60, 0
2, 14057, Note_on_c, 0, 62, 0
2, 14057, Note_on_c, 0, 62, 64
2, 15514, Note_on_c, 0, 62, 0
2, 15892, Note_on_c, 0, 65, 78
2, 16398, Note_on_c, 0, 65, 0
2, 16505, Note_on_c, 0, 67, 73
2, 16782, Note_on_c, 0, 67, 0
2, 16879, Note_on_c, 0, 69, 93
2, 17073, Note_on_c, 0, 69, 0
2, 17400, Note_on_c, 0, 65, 79
2, 17508, Note_on_c, 0, 65, 0
2, 17508, Note_on_c, 0, 65, 78
2, 17651, Note_on_c, 0, 65, 0
2, 17651, Note_on_c, 0, 65, 79
2, 18029, Note_on_c, 0, 65, 0
2, 18034, Note_on_c, 0, 67, 59
2, 18340, Note_on_c, 0, 67, 0
2, 18407, Note_on_c, 0, 69, 105
2, 20247, Note_on_c, 0, 69, 0
2, 20288, Note_on_c, 0, 72, 74
2, 20298, Note_on_c, 0, 84, 45
2, 20370, Note_on_c, 0, 84, 0
2, 20385, Note_on_c, 0, 72, 0
2, 20416, Note_on_c, 0, 86, 76
2, 20426, Note_on_c, 0, 74, 69
2, 21597, Note_on_c, 0, 86, 0
2, 21637, Note_on_c, 0, 74, 0
2, 22174, Note_on_c, 0, 72, 75
2, 22266, Note_on_c, 0, 72, 0
2, 22287, Note_on_c, 0, 74, 76
2, 22476, Note_on_c, 0, 74, 0
2, 22639, Note_on_c, 0, 74, 58
2, 22644, Note_on_c, 0, 86, 60
2, 22870, Note_on_c, 0, 86, 0
2, 22905, Note_on_c, 0, 74, 0
2, 23411, Note_on_c, 0, 77, 88
2, 23841, Note_on_c, 0, 77, 0
2, 23846, Note_on_c, 0, 76, 72
2, 23912, Note_on_c, 0, 76, 0
2, 23912, Note_on_c, 0, 76, 97
2, 24020, Note_on_c, 0, 76, 0
2, 24020, Note_on_c, 0, 76, 94
2, 24720, Note_on_c, 0, 76, 0
2, 24746, Note_on_c, 0, 74, 76
2, 24858, Note_on_c, 0, 74, 0
2, 25175, Note_on_c, 0, 72, 82
2, 25236, Note_on_c, 0, 72, 0
2, 25236, Note_on_c, 0, 72, 87
2, 25354, Note_on_c, 0, 72, 0
2, 25354, Note_on_c, 0, 74, 78
2, 25533, Note_on_c, 0, 74, 0
2, 25701, Note_on_c, 0, 74, 82
2, 25727, Note_on_c, 0, 86, 53
2, 25844, Note_on_c, 0, 86, 0
2, 25890, Note_on_c, 0, 74, 0
2, 26192, Note_on_c, 0, 74, 57
2, 26392, Note_on_c, 0, 74, 0
2, 26458, Note_on_c, 0, 77, 87
2, 26504, Note_on_c, 0, 74, 57
2, 26739, Note_on_c, 0, 74, 0
2, 26836, Note_on_c, 0, 77, 0
2, 26908, Note_on_c, 0, 76, 36
2, 26984, Note_on_c, 0, 76, 0
2, 26989, Note_on_c, 0, 76, 86
2, 27066, Note_on_c, 0, 76, 0
2, 27158, Note_on_c, 0, 76, 85
2, 27853, Note_on_c, 0, 75, 87
2, 27853, Note_on_c, 0, 76, 0
2, 27945, Note_on_c, 0, 75, 0
2, 28002, Note_on_c, 0, 76, 47
2, 28221, Note_on_c, 0, 76, 0
2, 28319, Note_on_c, 0, 72, 75
2, 28400, Note_on_c, 0, 72, 0
2, 28702, Note_on_c, 0, 74, 74
2, 28978, Note_on_c, 0, 86, 40
2, 28999, Note_on_c, 0, 74, 0
2, 29039, Note_on_c, 0, 81, 63
2, 29075, Note_on_c, 0, 86, 0
2, 29193, Note_on_c, 0, 86, 47
2, 29264, Note_on_c, 0, 86, 0
2, 29274, Note_on_c, 0, 74, 85
2, 29504, Note_on_c, 0, 74, 0
2, 29504, Note_on_c, 0, 74, 89
2, 29622, Note_on_c, 0, 81, 0
2, 29806, Note_on_c, 0, 82, 99
2, 29811, Note_on_c, 0, 74, 0
2, 29908, Note_on_c, 0, 74, 49
2, 30026, Note_on_c, 0, 81, 82
2, 30026, Note_on_c, 0, 82, 0
2, 30159, Note_on_c, 0, 74, 0
2, 30414, Note_on_c, 0, 69, 96
2, 30470, Note_on_c, 0, 81, 0
2, 30516, Note_on_c, 0, 69, 0
2, 30516, Note_on_c, 0, 69, 86
2, 30701, Note_on_c, 0, 69, 0
2, 30701, Note_on_c, 0, 69, 78
2, 31298, Note_on_c, 0, 69, 0
2, 31416, Note_on_c, 0, 69, 43
2, 31503, Note_on_c, 0, 69, 0
2, 31651, Note_on_c, 0, 74, 93
2, 31738, Note_on_c, 0, 74, 0
2, 31738, Note_on_c, 0, 74, 74
2, 32101, Note_on_c, 0, 81, 62
2, 32167, Note_on_c, 0, 74, 0
2, 32331, Note_on_c, 0, 74, 84
2, 32561, Note_on_c, 0, 74, 0
2, 32561, Note_on_c, 0, 74, 68
2, 32853, Note_on_c, 0, 81, 0
2, 32858, Note_on_c, 0, 82, 84
2, 33174, Note_on_c, 0, 81, 69
2, 33174, Note_on_c, 0, 82, 0
2, 33231, Note_on_c, 0, 74, 0
2, 33466, Note_on_c, 0, 69, 91
2, 33686, Note_on_c, 0, 81, 0
2, 33798, Note_on_c, 0, 69, 0
2, 33798, Note_on_c, 0, 69, 92
2, 33951, Note_on_c, 0, 69, 0
2, 33951, Note_on_c, 0, 70, 72
2, 34033, Note_on_c, 0, 70, 0
2, 34038, Note_on_c, 0, 69, 90
2, 34187, Note_on_c, 0, 69, 0
2, 34187, Note_on_c, 0, 69, 79
2, 34636, Note_on_c, 0, 69, 0
2, 34693, Note_on_c, 0, 69, 49
2, 34769, Note_on_c, 0, 69, 0
2, 34790, Note_on_c, 0, 69, 38
2, 34928, Note_on_c, 0, 69, 0
2, 35362, Note_on_c, 0, 69, 50
2, 35429, Note_on_c, 0, 69, 0
2, 36441, Note_on_c, 0, 62, 80
2, 36512, Note_on_c, 0, 62, 0
2, 36584, Note_on_c, 0, 69, 52
2, 36594, Note_on_c, 0, 62, 43
2, 36666, Note_on_c, 0, 62, 0
2, 36707, Note_on_c, 0, 69, 0
2, 36707, Note_on_c, 0, 69, 65
2, 36860, Note_on_c, 0, 62, 85
2, 36957, Note_on_c, 0, 69, 0
2, 36978, Note_on_c, 0, 60, 56
2, 36978, Note_on_c, 0, 62, 0
2, 37070, Note_on_c, 0, 60, 0
2, 37070, Note_on_c, 0, 60, 85
2, 37305, Note_on_c, 0, 60, 0
2, 37305, Note_on_c, 0, 60, 77
2, 37371, Note_on_c, 0, 62, 83
2, 37417, Note_on_c, 0, 60, 0
2, 37484, Note_on_c, 0, 62, 0
2, 37484, Note_on_c, 0, 62, 97
2, 37668, Note_on_c, 0, 62, 0
2, 37668, Note_on_c, 0, 63, 38
2, 37755, Note_on_c, 0, 62, 80
2, 37755, Note_on_c, 0, 63, 0
2, 38966, Note_on_c, 0, 62, 0
2, 39503, Note_on_c, 0, 62, 65
2, 39564, Note_on_c, 0, 62, 0
2, 39636, Note_on_c, 0, 69, 53
2, 39718, Note_on_c, 0, 69, 0
2, 39718, Note_on_c, 0, 69, 94
2, 39794, Note_on_c, 0, 69, 0
2, 39794, Note_on_c, 0, 69, 58
2, 39942, Note_on_c, 0, 62, 78
2, 40014, Note_on_c, 0, 69, 0
2, 40029, Note_on_c, 0, 62, 0
2, 40075, Note_on_c, 0, 69, 57
2, 40172, Note_on_c, 0, 69, 0
2, 40193, Note_on_c, 0, 60, 75
2, 40367, Note_on_c, 0, 60, 0
2, 40367, Note_on_c, 0, 60, 67
2, 40484, Note_on_c, 0, 60, 0
2, 40581, Note_on_c, 0, 62, 82
2, 40592, Note_on_c, 0, 74, 48
2, 40776, Note_on_c, 0, 74, 0
2, 40816, Note_on_c, 0, 62, 0
2, 40898, Note_on_c, 0, 74, 44
2, 40934, Note_on_c, 0, 57, 84
2, 40960, Note_on_c, 0, 74, 0
2, 40995, Note_on_c, 0, 62, 52
2, 41093, Note_on_c, 0, 62, 0
2, 41333, Note_on_c, 0, 74, 53
2, 41359, Note_on_c, 0, 62, 53
2, 41394, Note_on_c, 0, 74, 0
2, 41558, Note_on_c, 0, 62, 0
2, 41680, Note_on_c, 0, 74, 44
2, 41757, Note_on_c, 0, 62, 48
2, 41762, Note_on_c, 0, 74, 0
2, 41793, Note_on_c, 0, 57, 0
2, 41854, Note_on_c, 0, 57, 40
2, 41854, Note_on_c, 0, 62, 0
2, 42008, Note_on_c, 0, 57, 0
2, 42146, Note_on_c, 0, 69, 42
2, 42151, Note_on_c, 0, 60, 86
2, 42212, Note_on_c, 0, 69, 0
2, 42274, Note_on_c, 0, 62, 84
2, 42279, Note_on_c, 0, 60, 0
2, 42350, Note_on_c, 0, 62, 0
2, 42350, Note_on_c, 0, 62, 43
2, 42468, Note_on_c, 0, 65, 94
2, 42498, Note_on_c, 0, 62, 0
2, 42667, Note_on_c, 0, 65, 0
2, 42718, Note_on_c, 0, 69, 87
2, 42795, Note_on_c, 0, 69, 0
2, 42867, Note_on_c, 0, 69, 79
2, 42933, Note_on_c, 0, 69, 0
2, 43061, Note_on_c, 0, 65, 80
2, 43137, Note_on_c, 0, 65, 0
2, 43286, Note_on_c, 0, 72, 82
2, 43367, Note_on_c, 0, 72, 0
2, 43490, Note_on_c, 0, 69, 88
2, 43602, Note_on_c, 0, 69, 0
2, 43607, Note_on_c, 0, 70, 80
2, 43689, Note_on_c, 0, 69, 82
2, 43689, Note_on_c, 0, 70, 0
2, 43704, Note_on_c, 0, 81, 62
2, 44727, Note_on_c, 0, 81, 0
2, 44850, Note_on_c, 0, 69, 0
2, 44932, Note_on_c, 0, 69, 39
2, 45044, Note_on_c, 0, 81, 46
2, 45110, Note_on_c, 0, 69, 0
2, 45121, Note_on_c, 0, 81, 0
2, 45545, Note_on_c, 0, 62, 67
2, 45760, Note_on_c, 0, 69, 60
2, 45770, Note_on_c, 0, 62, 0
2, 45979, Note_on_c, 0, 69, 0
2, 46046, Note_on_c, 0, 69, 47
2, 46112, Note_on_c, 0, 62, 84
2, 46184, Note_on_c, 0, 60, 88
2, 46194, Note_on_c, 0, 62, 0
2, 46286, Note_on_c, 0, 69, 0
2, 46306, Note_on_c, 0, 60, 0
2, 46306, Note_on_c, 0, 60, 57
2, 46537, Note_on_c, 0, 60, 0
2, 46552, Note_on_c, 0, 62, 75
2, 46624, Note_on_c, 0, 62, 0
2, 46690, Note_on_c, 0, 62, 45
2, 46777, Note_on_c, 0, 62, 0
2, 46843, Note_on_c, 0, 62, 63
2, 46981, Note_on_c, 0, 62, 0
2, 47906, Note_on_c, 0, 81, 40
2, 48054, Note_on_c, 0, 81, 0
2, 48275, Note_on_c, 0, 69, 54
2, 48448, Note_on_c, 0, 69, 0
2, 48786, Note_on_c, 0, 65, 70
2, 48898, Note_on_c, 0, 65, 0
2, 48955, Note_on_c, 0, 65, 43
2, 49154, Note_on_c, 0, 65, 0
2, 49154, Note_on_c, 0, 65, 43
2, 49271, Note_on_c, 0, 65, 0
2, 49409, Note_on_c, 0, 67, 71
2, 49542, Note_on_c, 0, 67, 0
2, 49542, Note_on_c, 0, 67, 70
2, 49731, Note_on_c, 0, 67, 0
2, 49731, Note_on_c, 0, 67, 46
2, 49792, Note_on_c, 0, 69, 95
